Address,City,Degree,Experience,Feedback,Fees,Name,Rating,Specialization
Century Hospital,Hyderabad,"MBBS, DM - Nephrology",,"Dr. Ravi Kiran is a treasure trove of Knowledge. He is a pro in his field and unlike other Doctor experiences... I find him to be patient with queries, doubts one must have .... We find ourselves to be in safe hands with a doctor like him - who staunchly believes in upskilling himself with the latest knowledge and technology... which I feel is a must in any profession! ",700,Dr. V Ravi Kiran,4.5,Nephrologist
Sri Rekha Ortho & Physiotherapy Clinic,Hyderabad,BPTh/BPT,12,"I had multiple injury to my hand ..and got surgery to my left hand..and post operative physiotherapy was much successful by dr.prathap..and he made my hand to function in normal degrees,Very nice doctor..., Definitely recommended. Got back with a great relief from back problem. ,My left hand elbow got dislocated during football match... Three weeks my elbow kept immobile and after removing the sling I consulted with Dr. Prathap for physiotherapy. He is very experienced physiotherapist and helped me for speedy recover scientifically. He is very friendly in nature and clarify treatment properly. His clinic is very neat and clean. Treatment with reasonable cost is always preferable with good doctor. ,Very good doctor, explained the issue very well. Frizen shoulder issue got rectified in 10days. I definetly recommend this doctor as he is very experienced in dealing the problem",300,Dr. G Chandra Prathap   (Physiotherapist),,Physiotherapist
Star Health Sciences,Hyderabad,"BHMS, MD - Ayurveda Medicine",11,,300,Dr. Ramana Raju,,Ayurveda
Vasan Dental Care,Hyderabad,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",9,"Today is the first time for me . While I was coming there they are receiving vet warmly and humbly ,I very comfortable with them ",100,Dr. Sonali Rathore,,Dentist
Swapna Health Care,Hyderabad,"MSc - Dietitics / Nutrition, BSc - Dietitics / Nutrition",10,,350,Ms. Haritha,3.5,Dietitian/nutritionist
Charitable Eye Centre,Hyderabad,"MBBS, MS - Ophthalmology, DNB - Ophthalmology",24,Doctor was Nice..  The way His Testing all good but Fees taken to much..  Here mentioned only Rs.  200 but taken with me Rs. 300..  Even for Spectacle price also high with comparing outside market.  But Treatment was good. ,500,Dr. Ajay Seth,,Ophthalmologist
BMK Diagnostic Center,Hyderabad,MD - Radio Diagnosis/Radiology,6,,650,Dr. Srilakshmi,,Radiologist
Adithya Children's Clinic,Hyderabad,"MBBS, MD - Pediatrics",,"Punctual, discussed will regarding the causes, thorough investigation, n prescribed medicine according to weight n age.,Well , firstly he is well experienced senior most doctor...he is good at explaining the problem clearly that a child is suffering...i know him since 7 years,I recommend this doctor for a child to get cured fastly n stay healthy..,My daughter was suffering from fever and she is feeling well immediately on next day of treatment. Instructions given by doctor very properly and physical checkup done very nicely., no time to explanation problem to parents, plz do not go any one there",300,Dr. Siva NagaRaju,4.5,Pediatrician
GMH Health Care Centre,Hyderabad,"MD - General Medicine, DM - Cardiology",12,,500,Dr. Narayen Dash,,Cardiologist
Munnalal Grandsons,Hyderabad,Diploma in Acupuncture,6,"i have neck pain i went so many doctors but i dn""t have result in those doctors and i visited sujok acupressture Clinic there DR.deepak vijayvargi give such step of accupressure points. so i got result in one setting.,Very understanding,We don't know about what is sujok , but he explained and it relly work like magic,Very nice.very informative and very helpful.",300,Mr. Deepak Vijayvargi(Sujok),5.0,Acupuncturist
Star Hospitals,Hyderabad,"MBBS, Diploma in Child Health (DCH)",16,,450,Dr. J V  Krishna Kishore,4.0,Pediatrician
Revive Clinics,Hyderabad,"BPTh/BPT, MSc",14,,200,Dr. R. Mohammad Ershad   (Physiotherapist),,Physiotherapist
Vivekananda Hospital,Hyderabad,M.D. (Psychiatry),22,,500,Dr. Sivaprasad K,3.5,Psychiatrist
Family Dental,Hyderabad,BDS,17,,300,Dr. Akshata Ekbote Sachdeva,,Dentist
"Aravind Eye Hospital, Mehdipatnam",Hyderabad,"MBBS, DOMS, DNB - Ophthalmology",,,200,Dr. M Subhas Chandra Bose,4.0,Ophthalmologist
Vinayak Hearing Speech & Vertigo Clinic,Hyderabad,"MASLP, MASLP",5,,500,Ms. Neha Jain,,Audiologist
Chakrika Physiotherapy Clinic,Hyderabad,BPTh/BPT,5,,300,Dr. Shalini   (Physiotherapist),,Physiotherapist
Subham Homoeopathy,Hyderabad,BHMS,10,,200,Dr. M.Mallika.,,Homoeopath
KIMS - Krishna Institute of Medical Sciences,Hyderabad,"MBBS, MS - Orthopaedics",24,Very practical. To the point yet patient. Explained everything clearly and offered solutions according to the problem. Everything with a smile. ,500,Dr. I. Vishwanatha Reddy,4.5,Orthopedist
Primier Hospital,Hyderabad,"MBBS, MS - General Surgery, DNB - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery, FRCS - General Surgery",22,,400,Dr. Rajendra Desai,,General Surgeon
Radhika Dental Hospital,Hyderabad,MDS,,The doctor is very good. He listened to me properly and treated without causing any pain. ,400,Mr. Subashma Reddy,4.5,Dentist
Shenoy Hospitals,Hyderabad,"MSc - Dietitics / Nutrition, Certification Course In Diabetes",10,,500,Ms. Sowmya B,,Dietitian/nutritionist
Leaf Hospital,Hyderabad,DGO,12,,300,Dr. Sujatha deva,,Gynecologist/obstetrician
Ragini Children Hospital,Hyderabad,MBBS,,,150,Dr. E. Ramesh Reddy,,Pediatrician
Star Eye and Polyclinic,Hyderabad,"MBBS, DO",9,easily available location of d hospital.  sufficient waiting area for the patients. reasonable amount for opticals. with attached pharmacy ,200,Dr. Haritha,,Ophthalmologist
Arshi Skin And Hair Clinic,Hyderabad,"MBBS, MD - Dermatology , Venereology & Leprosy",10,,400,Dr. Gadde Saranya,5.0,Dermatologist
Neodent Dental Hospital,Hyderabad,MDS - Prosthodontics,,"The Doctor is very professional and Experianced more over Allah Subhana Tala has given Shifa in his hand.,i was very apprehensive about the treatment but it was painless.Thanks to Dr Siraj. he,Very pleasant indeed! Dr Siraj takes care of his patients very well ,hats off to this doctor who brought back my smile,hardly talk to the patient.not satisfied with doctor. way of talking and explaining about the health issue is not upto the mark",200,Dr. Sirajur Rahman,4.5,Dentist
Destiny Advanced Physiotherapy & Stroke Management,Hyderabad,BPTh/BPT,,,200,Dr. N S Varun   (Physiotherapist),,Physiotherapist
Care Hospitals,Hyderabad,"DNB - Paediatrics, MBBS",7,,500,Dr. P V Swathi Ramani,4.0,Pediatrician
Dr. Sekhar's Dental Care & Implant Center,Hyderabad,"BDS, MDS - Prosthodontics",5,,300,Dr. Manasa Chalapathi,5.0,Dentist
Omni Hospitals,Hyderabad,"MBBS, Diploma in Medical Radio-Diagnosis",18,,250,Dr. K V Ramakrishna,3.5,Radiologist
Jaya Lakshmi Physiotherapy Clinic,Hyderabad,BPTh/BPT,,,200,Dr. K. Ajay Kumar   (Physiotherapist),,Physiotherapist
Happy Hospital,Hyderabad,"Diploma in Psychiatry, MBBS",8,,800,Dr. Namratha H,,Psychiatrist
tirumala eye clinic,Hyderabad,"MBBS, DO",6,,200,Dr. B Alankrita,,Ophthalmologist
Vasan Dental Care,Hyderabad,BDS,6,the doctor was nice to me and I had not to wait for more than 10-15 min.,100,Dr. Monica Thandle,,Dentist
Star Hospitals,Hyderabad,"MBBS, DNB - Cardiothoracic Surgery, FCCP - Pulmonary Medicine",19,,450,Dr. Srinivasaa Murthy,4.0,Cardiothoracic Surgeon
UDBHAVA HOSPITALS,Hyderabad,"MBBS, DGO",11,"OK I went with fibroid  problem.  Already I have undergone through ultrasound scans so many times.  Last  doctor told u need to go for the another time scan  not this ultrasound scan she told. She wrote which test should I take also.  I have shown that reports to this  Mam.  Even  after watching the reports  and also she spoke to me that yes you must take this kind of scan then only it will look clear like that she told.  But same ultrasound scan only she did.  I  don't know y she did like that.  Because of lack of equipment or what I don't know. She spoke in a nice manner that's OK  but not satisfied with the doctors treatment.  She looks very young.  That means she is not that much experienced. They took lot of time for scan I mean waiting.  And also scan room is very small and suffocating.  ,Dr Chandana ma'am is awesome and she treats her patients with care and respect .",450,Dr. Y Chandana,,Gynecologist/obstetrician
Kosmos Skin Clinic,Hyderabad,"MD - Dermatology , Venereology & Leprosy",5,,300,Dr. Nina Nimma,,Dermatologist
Star Hospitals,Hyderabad,"MBBS, DNB - General Medicine",19,,450,Dr. Mansoor Ali Khan,4.0,General Physician
AIG Hospital,Hyderabad,"MBBS, DNB - General Medicine",4,"Very good approach and friendliness, and his explanation of the health issue, is good.",400,Dr. Bhanu Prakash Reddy A,3.5,Internal Medicine
Homoeo Clinic,Hyderabad,BHMS,16,,300,Dr. Santosh Kumar. J,,Homoeopath
Homoeopathic  Clinic,Hyderabad,BHMS,17,,250,Dr. Mantha Ranjeeta,,Homoeopath
Hi-Tech Health Care Centre,Hyderabad,"MBBS, MD - Pulmonary Medicine",6,,350,Dr. Md Abdullah Saleem,5.0,Pulmonologist
Star Hospitals,Hyderabad,"MBBS, Diploma in Anesthesiology",17,,450,Dr. Mandula Srinivas,4.0,Anesthesiologist
Shravya Speech & Hearing Center,Hyderabad,MSc - Audiology,14,,400,Mr. Shiva Prasad,,Audiologist
Hasini Dental Clinic,Hyderabad,BDS,10,,100,Dr. Sampath Goud,,Dentist
P M Speciality Clinic,Hyderabad,"MBBS, MS - General Surgery",,,300,Dr. Sanjeevkumar Munoli,,Neurosurgeon
Sparsha Polyclinic and Rehabilitation Centre,Hyderabad,"Diploma in Physiotherapy, PhD - Alternative Medicine",8,"I visited the doctor for physiitherapy. He is good  he    explained in a friendly manner about the treatment options. I am very much satisfied with the treatment.   My peoblem solved.  I am very much happy with the treatment. ,Doctor is friendly in nature.  He listen the problem what i am having. , I am very much satisfied with the treatment. Now i am happy. ",200,Dr. Kaligotla SSP Chakravarti   (Physiotherapist),,Physiotherapist
Sri Rohini Dental Care,Hyderabad,"BDS, FICOI",12,,200,Dr. G.Pavan Kumar,,Dentist
"Aditya Skin, Hair And Cosmetic Clinic",Hyderabad,"MBBS, Fellowship in Medical Cosmetology (FMC)",8,,300,Dr. N. Swetha Reddy,,Cosmetologist
Medicover Hospitals,Hyderabad,"DNB - Anaesthesia, MBBS",7,,500,Dr. Payal Pyati Jhade,3.5,Anesthesiologist
KIMS - Krishna Institute of Medical Sciences,Hyderabad,BDS,7,,200,Dr. Sonia Banu Shaik,4.5,Dentist
Sathyam Homoeopathy,Hyderabad,BHMS,25,,300,Dr. Rajesh Kumar,,Homoeopath
Elite Family Dental,Hyderabad,MDS - Conservative Dentistry & Endodontics,8,,150,Dr. Sanganand Gavle,,Dentist
KIMS - Krishna Institute of Medical Sciences,Hyderabad,"MBBS, MD - Pediatrics, Fellowship in Rheumatology",11,,500,Dr. Aedula Srisaila Datta,4.5,Rheumatologist
KIMS - Krishna Institute of Medical Sciences,Hyderabad,"MBBS, MD - Radio Diagnosis/Radiology",6,"I visited Dr. Pavani in Max cure hospital, Hitech city. I was referred to her to get an ultrasound after a mammogram check up . The report came out normal but I had fibroadenoma which was the cause for the discomfort and lumpy feeling in my left breast.  All through the procedure Dr. Pavani explained the different stages of screening for a malignancy and how hormonal changes through the menstrual cycle affect breast tenderness and sensitivity. I especially appreciate the time and patience she took to answer my questions. I would definitely recommend her to other clients. ",500,Dr. T Pavani,4.5,Radiologist
Lotus  Hospitals for Women and Children,Hyderabad,"MBBS, Diploma in Child Health (DCH), Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",14,,250,Dr. M Sudha,5.0,Pediatrician
Basant Sahney Hospital,Hyderabad,"DNB - Paediatrics, Diploma in Child Health (DCH - UK)",4,,300,Dr. G Srinivas,4.5,Pediatrician
SLG Hospitals,Hyderabad,"MBBS, MS - General Surgery",2,,400,Dr. Pradeep Balineni,5.0,General Surgeon
Sarvani Hospital,Hyderabad,"MBBS, MD - Obstetrics & Gynaecology",,Sarala  madam  is   very  friendly  with  every  patient    she   never  irritate. With  any   patient she  was  very  kind. Caring and  generous  with  every   one  I  was   satisfied with  her,300,Dr. V.Sarala,,Gynecologist/obstetrician
Rainbow Children's Clinic,Hyderabad,MSc - Food and Applied Nutrition,32,"hospital doesn't cater practo appointment. we had to wait for 2 hours and came to know that our name is not in the patients list and we are considered as walk-in. very bad experience with the hospital management. ,Doctor was very good. She was very friendly and she is giving diet plan with care to everyone. I felt like I should go again to met the doctor. She was giving all the advises softly. I love her,Dr. Brundavani is friendly, kind and helpful. She gave us an easy diet plan. Hope to follow it through and lose weight! ",500,Ms. Brundavani,3.5,Dietitian/nutritionist
Apollo Life,Hyderabad,MBBS,4,,100,Dr. Nagidi Durga Prasad,,General Practitioner
Omega Hospital,Hyderabad,"MBBS, MD - Radio Diagnosis/Radiology, DNB - Radiotherapy",14,,400,Dr. P. Deepthi,3.5,Radiologist
Vasundhara Hospital,Hyderabad,BAMS,32,,300,Dr. K.Rajendra Prasad,,Ayurveda
Subhiksha Hospitals,Hyderabad,"MD - General Medicine, MBBS",4,,300,Dr. Madhuri,,General Physician
Balaji Dental Hospital,Hyderabad,"MDS - Periodontics, BDS",14,,300,Dr. S Harikrishna Reddy,,Dentist
KIMS - Krishna Institute of Medical Sciences,Hyderabad,MASLP,8,,350,Mr. S.Phaneedhar Reddy,4.5,Speech Therapist
Progressive Care,Hyderabad,"Bachelor of Occupational Therapy (BOT), Master of Occupational Therapy (MOT)",8,,1000,Mr. Md. Taufique Alam,5.0,Occupational Therapist
ApoKos Rehabilitation Hospital,Hyderabad,"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy",6,,500,Dr. Sethana Selagumsetti   (Physiotherapist),5.0,Physiotherapist
ApoKos Rehabilitation Hospital,Hyderabad,BPTh/BPT,11,,500,Dr. Anupama Vilasakavi   (Physiotherapist),5.0,Physiotherapist
KIMS - Krishna Institute of Medical Sciences,Hyderabad,"MBBS, MD - Pathology",24,,500,Dr. M. Sailaja,4.5,Pathologist
Akruthi,Hyderabad,MSc - Psychotherapy And Counselling,13,,500,Ms. Praveena,,Psychologist
Ramdev Rao Memorial General Hospital,Hyderabad,BPTh/BPT,8,,350,Dr. Palem Naresh   (Physiotherapist),,Physiotherapist
Sonika Clinick,Hyderabad,BAMS,15,,200,Dr. Nallurrii Iinddira,,Ayurveda
Dr Smile dental,Hyderabad,"MDS - Orthodontics, BDS",10,"I was treated by Dr. Swathi for uneven teeth, the treatment lasted for about a year and I must say it was truly amazing. Not a single tooth was pulled out by her and the outcome of my beautiful smile was possible only because of her skill at work.A true professional and caring doc.",200,Dr. Swathi Reddy,,Dentist
Travancore Ayurveda,Hyderabad,BAMS,10,"I am a senior citizen was suffering from Eczema for a long time.  I tried with different doctors in different hospitals but in vain. Finally I came to Travancore Ayurveda Nallagandla, consulted Dr. Priyanka and explained my problem. Dr. Priyanka is very friendly and patiently listen and understand the problem of the patient. ",350,Dr. Priyanka K J,,Ayurveda
Rajvanth Eye Clinic,Hyderabad,"MBBS, DO",17,,100,Dr. Rajvanth Valthati,,Ophthalmologist
Star Hospitals,Hyderabad,"MBBS, MS - Paediatrics Surgery",9,,450,Dr. K Shanthappa,4.0,Pediatric Surgeon
keerthiphysiocenter,Hyderabad,BPTh/BPT,8,,250,Dr. Keerthi   (Physiotherapist),,Physiotherapist
GNR Multi Speciality Hospital,Hyderabad,"MS - General Surgery, MBBS",6,"Doctor was friendly and she never made me feel I’m going through any surgery. She kept interacting to keep me busy and distracted from procedure.,I was felt insured other person also observation like my family person why doctor invites her consultation room so I am unable to express my problem with doctor due to unknown person I don't have option near my place visited on emergency pain after looking at him forgotten to ask at that time why doctor attending two patients  in same consultation room  but other person feel unsafe and no privacy to me",200,Dr. Deepti Reddy. G,3.0,General Surgeon
