Address,City,Degree,Experience,Feedback,Fees,Name,Rating,Specialization
AUORAL Multi Rehab Centre,Chennai,BPTh/BPT,4,,300,Dr. Dhanalakshmi   (Physiotherapist),,Physiotherapist
Sri Balaji Hospital,Chennai,"MBBS, MS - General Surgery",36,,1000,Dr. Jayaraman,5.0,General Surgeon
Acu Heal,Chennai,"PhD - Acupuncture, MD - Acupuncture",9,"Visited acu heal for my severe GERD and digestive related issues. Dr. Shaji Bharath patiently listened to all my problems and diagonised the issue properly. Doctor gave simple lifestyle/diet tips and started the treatment, after 1.5 months my GERD and digestive problems are almost resolved (which was with me for 2 years). I would recommend this doctor and the hospital for their friendliness and positive atmosphere. ,I have only done one treatment/consultation, have found him to be very kind, genuine,So have decided to take treatment from Dr.Shaji Bharat for the next 3-4 months. I have known about acupuncture for a while, it can be very useful in many circumstances where western medicine has no cure. I have a bunch of health issues and knew I needed something like acupuncture a year ago. I didn't try it then since the only easily available treatment center I found in Chennai through google search had quite expensive packages. Very thankful to have found Dr.Shaji who is a healer/doctor with good ethics. He is very down to earth and charges reasonably. Thank you doctor for making acupuncture accessible to more people!,I have completed six sessions in the last few weeks. The acupuncture treatments alongside a low carb diet has helped me lose 8 kilos in such a short time. Diet alone is sometimes not enough, especially when you have a lot of weight to lose. A holistic approach is needed. I’m continuing my treatment with Dr.shaji for the next few months and is excited for the results. I highly recommend this doctor for any health concerns you may have.,Dr Shaji has been treating me for Rheumatoid Arthritis for the last 3 months. I went to him in a very bad condition with stiff joints and could not move my wrist and hand.Dr Shaji gave me the confidence that my condition will soon improve and  likewise I already feel the difference in just 3 months. I have suffered for years in pain and thanks to Dr Shaji's treatment, I am painfree and have stopped taking my painkillers after years. He is extremely approachable and  gives his patients a lot of positivity and hope. The effectiveness of accupuncture therapy is experienced by me and will certainly recommend Dr Shaji for accupuncture treatment.",500,Dr. A Shaji Bharath   (PhD),5.0,Acupuncturist
Appasamy Hospital,Chennai,"MBBS, MS - General Surgery, MCh - Vascular Surgery",12,,200,Dr. Jayakrishnan,4.0,General Surgeon
S. B. Clinic,Chennai,"MD - General Medicine, MBBS",6,,100,Dr. Sai Lakshmikanth Bharathi,,Internal Medicine
Herbal Cure Clinic,Chennai,BSMS,10,"I had severe back pain,following an injury,i consult this doctor,her medicine worked well and guided well to reduce my weight..I recommend this doctor others too,Doctor explains well about my skin problem ,diet to follow,and explains my query in polite way..my knee joint pain vanished within a week ",200,Dr. Kalpa,,Siddha
Neolife Hospital,Chennai,MBBS,3,"good to see a patient friendly doctor with lot of positive energy. need to have more doctors like him, all the very best for him. ",150,Dr. Kothu Meeran Hussain K S,,General Practitioner
Premier Plus Clinic,Chennai,"MD - Obstetrics & Gynaecology, MBBS",9,,300,Dr. Asmath Hazeena,5.0,Gynecologist/obstetrician
JJ Clinic,Chennai,"MBBS, MS - Obstetrics & Gynaecology",36,,400,Dr. Pratibha Aggarwal,,Gynecologist/obstetrician
The Clinik,Chennai,"MBBS, MS - General Surgery, MCh - Urology",27,,500,Dr. Kamaraj,5.0,General Surgeon
Sara Dental Care,Chennai,"BDS, MS - Counselling and Psychotherapy",25,,150,Dr. Daya Raveendran,,Dentist
Dhanya's Child Care Clinic,Chennai,"MBBS, Diploma in Child Health (DCH), MD - Tuberculosis & Respiratory Diseases/Medicine",6,,150,Dr. P.Hemalatha,,Pediatrician
Chennai Dental Centre - Medavakkam,Chennai,BDS,4,kind and concerned person.,100,Dr. Sheetal,,Dentist
Smile Orchid Multi-Speciality Dental Clinic,Chennai,"MDS - Prosthodontist And Crown Bridge, BDS",9,,100,Dr. Venkata Seetha Lakshmi,,Dentist
C.M.Hospital,Chennai,"MBBS, DGO",13,,300,Dr. Hemavathi,5.0,Gynecologist/obstetrician
Creator's Dental Clinic,Chennai,BDS,9,Doctor is highly talented. She cured my problem for ever. cost effective and value for you money. thanks a ton for the treatment.,200,Dr. P. Sivaranjani,,Dentist
Bharathi Clinic for Women and Children,Chennai,"MBBS, MD - Pediatrics",15,"Going for consultation for my son for over a year.very professional and friendly.satisfied service ..I would like to suggest such dedicated doctor to my friends.Good.    ,I have been consulting the pediatrician Dr.Kamalanathan for almost a year for my two kids. I am happy that we had him in our neighbourhood.",300,Dr. Kamalanathan,5.0,Pediatrician
Dr.Anandhans Mindcare,Chennai,"Bachelor of Occupational Therapy (BOT), MSc - Psychotherapy",18,,1000,Ms. Smitha Anandhan,,Occupational Therapist
SIMS Hospital - Nungambakkam,Chennai,"MS - Orthopaedics, MBBS",6,,500,Dr. Rajarajan Elumalai,4.5,Orthopedist
Health Forum,Chennai,"BPTh/BPT, Diploma in Acupuncture",,,200,Dr. Vivek Kumar   (Physiotherapist),3.5,Physiotherapist
Om Sri Eswaran Homoeo Clinic,Chennai,BHMS,13,,100,Dr. T. Malini,,Homoeopath
Apollo Hospital,Chennai,"BDS, MDS - Oral & Maxillofacial Surgery",17,,1000,Dr. P. Senthilnathan,3.5,Dentist
Apple Physiotherapy Clinic Pain Relief Centre,Chennai,"BPTh/BPT, MD - Acupuncture",19,,150,Dr. A.Shagira Banu   (Physiotherapist),,Physiotherapist
Shirdi Dental Clinic,Chennai,BDS,17,,100,Dr. Anitha,,Dentist
St. Thomas Hospital,Chennai,"MBBS, MS - ENT",16,,200,Dr. Tanuja Panigrahi,4.5,Ear-nose-throat (ent) Specialist
Vs Hospitals - Multi Speciality,Chennai,"MBBS, MD - General Medicine, DM - Nephrology",17,,500,Dr. R Sakthi Rajan,4.5,Nephrologist
Billroth Hospitals,Chennai,"MBBS, DM - Gastroenterology",10,"Very good response to the issue at hand. Though it wasn't concerning his speciality, gave confidence on what needs to be done. Called into the room within 10minutes and no consultation fee (because it was a follow up visit).  Booked us a consultation (relevant for future diagnosis) with another doctor for the next day. ,Very bad experience or treatment given by Mr Adarsh, my Mom was admitted to Vijaya hospital on aug 18 for vertigo, loose stools and vomitting and not recovered until aug 23, 2017. I had to discharge my Mom at my request and she recovered after being admitted at Apollo.",350,Dr. Adarsh Surendranath,4.5,Gastroenterologist
Clove Dental,Chennai,BDS,3,,250,Dr. Tishura A,,Dentist
Dr. A. Farook Clinic,Chennai,"MBBS, MS - General Surgery, Diploma in Otorhinolaryngology (DLO)",,,200,Dr. A Farook,,Ear-nose-throat (ent) Specialist
Orion Health Centre,Chennai,"MA - Psychology, M.Phil. Educational Psychology, PhD - Psychology",24,,500,Dr. V. S. Anita   (PhD),4.5,Psychologist
Psychological Services,Chennai,M.Phil - Psychology,,,500,Ms. Lakshmi Prakash,,Psychologist
Unittas Multi Speciality Hospital,Chennai,"MBBS, Diploma in Orthopaedics, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",15,,350,Dr. Cheralathan S.,5.0,Orthopedist
Pooja Physiotherapy Clinic,Chennai,BPTh/BPT,24,,200,Dr. S. Balamurugan   (Physiotherapist),,Physiotherapist
Rainbow Children's Hospital,Chennai,"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - Otorhinolaryngology",23,My son(4yrs) Hezron Jacob last 2yrs he had adenoid problem and he was very much struggled for his sleep. and also many doctors unable to find out his health problem and given wrong treatment. but when we visited Dr.Thirunavkarasu immediately he observed my son health issue and within a week he perfectly cured my son.Now my son his completely fine and am very happy.Am 100% suggesting Dr.Thiru.,600,Dr. Thirunavukkarasu,4.5,Ear-nose-throat (ent) Specialist
Dhyan Ayurvedic Hospital,Chennai,BAMS,30,,300,Dr. Roopashri Prasad,,Ayurveda
KHM Hospital,Chennai,"MBBS, MCh - Neuro Surgery",35,,300,Dr. D.Balasubramanian,4.0,Neurosurgeon
NK Smile and Profile Dental Clinic & Orthodontic Center,Chennai,BDS,23,"Hospitality is very good and very hygienic.,Sleep Dentistry is practised in children which helps in bringing their cooperation",200,Dr. V K Shakeel Ahmed,,Dentist
Arun's Eye Clinic,Chennai,"MBBS, MS - Ophthalmology",8,,200,Dr. (Maj) G. Premnath,,Ophthalmologist
Pedo Planet Children Dental Center,Chennai,"BDS, MDS - Paedodontics And Preventive Dentistry",3,,400,Dr. Vidhyalakshmi,5.0,Dentist
Nisha Acupuncture Clinic,Chennai,"MD - Acupuncture, MSc. - Physiotherapy, Diploma in Naturopathy & Yogic Science (DNYS)",13,"I came to Dr. Nisha in very bad condition, couple of misdiagnosis and having been told that my illness was incurable by allopathic medicine. Within couple of months the doctor has been able to give me good relieve and also helped me on a humanistic and psychological level. Patience and positivity are the key to the treatment. I recommend this  place with all my heart.,Dr. Nisha, Excellent doctor and very satisfied with her diagnosis. Consultation charges very reasonable and as per Practo charges only. I am very happy to visit Nisha Acupuncture Clinic. I will recommend definitely to all my friends",300,Dr. Nisha   (Physiotherapist),,Acupuncturist
MV Greens Dental Care,Chennai,BDS,17,,150,Dr. Devagi.N,,Dentist
Dr Sindhuja Clinic,Chennai,MBBS,,,100,Dr. Sindhuja Rajasekaran,,General Physician
Veecare Daycarecentre,Chennai,"MBBS, MS - General Surgery, MCh - Pediatric  Surgery",11,,400,Dr. Jegadeesh Sundaram,,Pediatric Surgeon
Mazhalai Clinic,Chennai,"MBBS, MD - Pediatrics, Diploma in Child Health (DCH)",26,Poor experience.she didnt respond properly if we discuss more than one health related issues to her.I am not satisfied so don't waste time by visiting there.,200,Dr. D Anuradha,,Pediatrician
Venkataeswara Hospitals,Chennai,"MD - Dermatology , Venereology & Leprosy, MBBS",5,,300,Dr. Shrisindhuja,3.5,Dermatologist
Dr. Deva Multi Speciality Hospital,Chennai,"MBBS, MD - General Medicine, DM - Neurology",12,,350,Dr. Selvin Gnanaraj James,,Neurologist
Murugan Hospitals,Chennai,"MD - Physician, Diploma in Anesthesiology",17,,500,Dr. Raneesh Kumar,5.0,Anesthesiologist
Dental Avenue,Chennai,MDS - Paedodontics And Preventive Dentistry,9,,300,Dr. Senthil Kumaran,,Dentist
Clove Dental,Chennai,BDS,6,,250,Dr. Anupama V,,Dentist
Jaya Dental Care,Chennai,MDS - Orthodontics and Dentofacial Orthopaedics,5,"I had issues like missing teeth in both upper and lower jaws which was not helping me in chewing or biting. I visited this place and explained my problems to them and they listened to me very patiently giving me enough time to tell. Once they understood my problems they have given me few options from best to the least. These options gave me full freedom to choose on the best for me by myself. They didn't try to push me in selecting the costliest treatment. I chose what I feel the best and discussed with them , they also guided me well and encouraged me to boost my confidence. Now I am really happy with the treatment they provided and it's been one year . Now I m enjoying my food as I was long time. Thanks to  the doctors who brought my smile back and of course big confidence in me. ,Jaya Dental Care gives best care at affordable rates.I've had my teeth filled here,the doctor is extremely patient and gives all the options to choose from and provides a pain free experience.I would definitely  recommend it to everyone.",200,Dr. Jayakrishna,,Dentist
Absolute Dental Care,Chennai,"BDS, MDS - Periodontics",11,,100,Dr. Jayasree Sathish,,Dentist
Cardio Diabetic and Women Clinic,Chennai,"DNB - Cardiology, MD - General Medicine, DNB - General Medicine, MBBS",6,"Very calm and polite attitude doctor ,he explained about the symptoms and disease seriousness .overall very much happy about the treatment. Thank you sir",300,Dr. R.Vimalkumar,,Cardiologist
Vs Hospitals - Multi Speciality,Chennai,"MBBS, MD - Pathology",24,,300,Dr. K Chandramouleeswari,4.5,Pathologist
Maruthi Physiotherapy Clinic,Chennai,BPTh/BPT,12,"Super nice speaking, good treatment, all age  female  ",200,Dr. Sugalakshmi T   (Physiotherapist),,Physiotherapist
Raadha Rajendran Hospital,Chennai,"MBBS, Diploma in Anesthesiology, MD - Anaesthesiology",32,,400,Dr. Murugan T,,Anesthesiologist
St. Thomas Hospital,Chennai,"MBBS, DO",10,She really did good analysis and suggest the remedies to be followed. Very patient to explain the illness reason.,300,Dr. Sudha Bhuvaneswari,4.5,Ophthalmologist
Krystal Specialty Clinic,Chennai,"MBBS, DO, DNB - Ophthalmology",16,"Dr.service is very important and give explain is very useful and I refer the doctor my friends & my family,Good Receiving. Well Experienced. Good patient Care. Clearly explains the condition. got satisfied. ",300,Dr. S Ranjini Priya,,Ophthalmologist
Vaahini Homoeo Clinic,Chennai,"BHMS, MS - Psychology",29,,100,Dr. P Cheramannan,,Homoeopath
Raadha Rajendran Hospital,Chennai,"MBBS, Diploma in Orthopaedics",30,,400,Dr. Balanchandar Ramakrishnan,,Orthopedist
Apollo First Med Hospitals,,"MD - General Medicine, FRCP - Endocrinology, FRCP - Gastroenterology",,,2000,Dr. Vaidyanathan Doraiswamy,3.5,
Jaya Physio Point,Chennai,"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy",7,,150,Dr. Amudha   (Physiotherapist),,Physiotherapist
Chennai Meenakshi Multispeciality Hospital,Chennai,"MBBS, MS - General Surgery, MCh - Pediatric  Surgery",34,,500,Dr. P Mohan,4.5,Pediatric Surgeon
S R Multispeciality Hospital,Chennai,"MBBS, Diploma in Anesthesiology",19,,500,Dr. Saravanamoorthy J,,Anesthesiologist
Villivakkam Health Centre,Chennai,"MBBS, M.D. (Psychiatry), DPM (Psychiatry)",18,,500,Dr. Karthikeyan V,,Psychiatrist
Kumaran Hospital,Chennai,"MBBS, MS - General Surgery, MCh - Cardio Thoracic Surgery",27,,1000,Dr. Nagarajan N,4.0,General Surgeon
Dr. Deva Multi Speciality Hospital,Chennai,"MBBS, DNB - Obstetrics & Gynecology",12,,300,Dr. Vanusha,,Gynecologist/obstetrician
